"","tot_surf_area","npe_area","fa_enpr","RMSD","fa_enppr","molmass_ea","avg_dev","euc_dist","ssp","sdc","X","X.1","s","t","u"
"631",8098.02,3113.8,0.38451,14.287,65.6714,1033500.66,136.424,3295.44,0,39.2319,NA,NA,NA,NA,NA
"632",11833.9,3633.69,0.30705,4.082,105.125,1623917.697,167.879,4588.86,0,36.2511,NA,NA,NA,NA,NA
"633",10233.8,2312.23,0.22594,0.862,150.774,1429399.72,179.115,4544.51,0,30.3731,NA,NA,NA,NA,NA
"634",5323.4,1245.25,0.23392,4.387,46.943,751233.4017,55.683,2356.66,0,42.1678,NA,NA,NA,NA,NA
"635",6324.23,1379.16,0.21807,4.122,60.5958,870003.4242,72.0192,3196,0,38.1435,NA,NA,NA,NA,NA
"636",6993.99,1780.52,0.25457,16.912,61.3139,954416.2197,85.5827,2900.24,0,40.3155,NA,NA,NA,NA,NA
"637",4195.11,1109.05,0.26436,2.285,36.6816,571725.2644,52.9803,1835.9,0,44.1227,NA,NA,NA,NA,NA
"638",7262.69,1714.48,0.23606,4.54,56.4973,951066.2461,93.3504,3009.97,0,39.1265,NA,NA,NA,NA,NA
"639",10601.3,3325.83,0.31371,4.077,104.218,1520451.963,145.272,4528.59,0,30.8336,NA,NA,NA,NA,NA
"640",5663.44,1901.7,0.33578,9.812,40.8458,747655.5891,90.8804,2991.42,0,42.3812,NA,NA,NA,NA,NA
"641",9662.84,3038.71,0.31447,7.698,94.9145,1377038.415,129.64,4204.83,0,31.6174,NA,NA,NA,NA,NA
"642",8240.53,2222.18,0.26966,4.913,73.284,1154152.455,109.346,4083.85,0,35.6805,NA,NA,NA,NA,NA
"643",11699.5,3022.16,0.25831,2.485,149.341,1586375.954,184.659,4465.32,0,32.2332,NA,NA,NA,NA,NA
"644",14716.4,5034.99,0.34213,2.901,174.095,2021503.314,268.104,4873.64,0,28.4083,NA,NA,NA,NA,NA
"645",8942.22,1867.24,0.20881,2.252,89.4745,1260817.219,101.757,4769.86,0,32.7804,NA,NA,NA,NA,NA
"646",8857.69,1655.49,0.18689,14.546,77.4228,1173160.995,204.358,3601,0,36.5575,NA,NA,NA,NA,NA
"647",11705.5,2544.79,0.2174,0.542,153.352,1593730.656,195.431,4850.93,0,29.7928,NA,NA,NA,NA,NA
"648",9060.54,2558.77,0.2824,3.018,78.7537,1255864.965,113.4,4193.3,0,33.9987,NA,NA,NA,NA,NA
"649",6849.23,1854.16,0.27071,4.094,70.1307,940941.3327,84.8655,2934.96,0,39.1215,NA,NA,NA,NA,NA
"650",10538.2,2979.72,0.28275,1.496,129.415,1470998.657,173.832,4148.88,0,33.248,NA,NA,NA,NA,NA
"651",8230.17,3103.24,0.37705,17.762,84.2981,1150107.526,114.341,3840.52,0,46.5464,NA,NA,NA,NA,NA
"652",15147.5,5488.1,0.36231,17.162,142.337,2096988.26,216.924,4699.81,0,29.1559,NA,NA,NA,NA,NA
"653",8718.27,2846.96,0.32655,5.135,38.5413,1203896.823,107.529,4298.36,0,37.1633,NA,NA,NA,NA,NA
"654",14418.4,4940.15,0.34262,14.152,137.377,2019115.326,205.334,4893.27,0,29.8149,NA,NA,NA,NA,NA
"655",7815.19,3359.98,0.42992,13.393,65.5272,1143115.553,112.493,3451.19,0,37.9643,NA,NA,NA,NA,NA
"656",8688.77,3468.77,0.39922,15.268,72.4226,1194697.445,137.892,3779.74,0,35.3981,NA,NA,NA,NA,NA
"657",9048.65,1926.04,0.21285,2.011,102.186,1228211.926,142.609,3978.47,0,34.3527,NA,NA,NA,NA,NA
"658",9785.06,3219,0.32897,3.85,103.451,1354139.724,132.968,3916.73,0,34.0661,NA,NA,NA,NA,NA
"659",12419.4,5305.24,0.42717,17.087,89.3234,1753558.049,175.785,4488.28,0,36.9555,NA,NA,NA,NA,NA
"660",6770.87,1420.49,0.20979,1.55,51.5554,933146.3763,87.5043,2907.13,0,40.4053,NA,NA,NA,NA,NA
"661",12940.5,3932.14,0.30386,2.749,144.124,1825562.55,205.233,4832.29,0,29.5483,NA,NA,NA,NA,NA
"662",5222.41,1387.35,0.26565,6.844,43.7549,736553.1462,64.9843,2002.2,0,42.0021,NA,NA,NA,NA,NA
"663",7455.52,1750.79,0.23483,11.526,53.7067,1056569.755,82.069,3367.17,0,40.0052,NA,NA,NA,NA,NA
"664",8139.66,1524.79,0.18732,1.833,76.2294,1161440.182,92.7364,3773.78,0,35.0738,NA,NA,NA,NA,NA
"665",10116.1,3505.76,0.34655,12.948,92.9726,1430084.82,129.33,4487.3,0,31.5397,NA,NA,NA,NA,NA
"666",9701.76,2577.12,0.26563,1.645,106.439,1379582.882,140.867,3938.65,0,33.3499,NA,NA,NA,NA,NA
"667",7995.67,2265.43,0.28333,0.565,83.0843,1107291.525,118.01,3103.54,0,37.6833,NA,NA,NA,NA,NA
"668",9614.19,2113.76,0.21985,6.004,92.5237,1343570.586,115.796,3840.52,0,35.092,NA,NA,NA,NA,NA
"669",4815.01,948.26,0.19693,0.641,45.3503,693078.0896,54.6066,2183.33,0,42.8312,NA,NA,NA,NA,NA
"670",9297.1,2898.85,0.3118,4.272,101.448,1284906.842,135.884,3903.68,0,34.5018,NA,NA,NA,NA,NA
"671",7832.22,2532.07,0.32328,11.857,73.8161,1065778.441,100.385,3473.5,0,36.9588,NA,NA,NA,NA,NA
"672",9180.39,2764.44,0.30112,3.606,101.424,1255825.047,128.492,3827.65,0,33.667,NA,NA,NA,NA,NA
"673",9767.74,3341.48,0.34209,8.474,94.8045,1376708.821,114.516,3345.51,0,31.9303,NA,NA,NA,NA,NA
"674",6305.15,1668.62,0.26464,0,65.0286,885292.3352,90.9438,3279.76,0,39.0109,NA,NA,NA,NA,NA
"675",6147.12,1999.24,0.32523,1.959,73.3307,863334.1678,91.2634,3045.58,0,39.0332,NA,NA,NA,NA,NA
"676",5341.89,969.32,0.18145,13.8,43.0851,731832.6986,71.8349,2760.33,0,42.3866,NA,NA,NA,NA,NA
"677",6596.81,1979.42,0.30005,13.306,63.3357,929008.3004,93.512,3769.1,0,36.4831,NA,NA,NA,NA,NA
"678",8555.86,3140.41,0.36704,11.638,81.8901,1171509.222,118.853,4177.85,0,34.2568,NA,NA,NA,NA,NA
"679",4049.15,1189.58,0.29378,11.323,34.8915,551675.3486,51.3494,1389.8,0,44.456,NA,NA,NA,NA,NA
"680",6557.76,2836.16,0.43248,10.698,65.9668,971489.2766,100.875,3126.62,0,32.482,NA,NA,NA,NA,NA
"681",8888.69,2225.92,0.25042,1.849,92.6095,1233686.408,137.195,4062.77,0,33.6014,NA,NA,NA,NA,NA
"682",6737.25,1534.26,0.22772,3.808,66.8518,921007.1211,84.2705,3112.99,0,38.0255,NA,NA,NA,NA,NA
"683",22255.9,8615.41,0.3871,13.604,182.82,3064213.407,357.718,15547.66,0,22.9648,NA,NA,NA,NA,NA
"684",8204.53,2469.35,0.30097,12.912,87.1477,1164213.688,127.953,3848.42,0,33.1325,NA,NA,NA,NA,NA
"685",5720.77,1359.05,0.23756,2.316,51.3942,806213.2039,65.4961,3169.64,0,39.527,NA,NA,NA,NA,NA
"686",6426.05,2077.79,0.32333,4.315,63.0205,878460.3026,83.4207,3291.25,0,38.3125,NA,NA,NA,NA,NA
"687",9600.6,3138.43,0.32689,11.7,63.1293,1203419.089,147.041,3909.19,0,39.3699,NA,NA,NA,NA,NA
"688",9428.64,3725.48,0.39512,13.335,89.8683,1340059.301,132.286,4006.77,0,36.3253,NA,NA,NA,NA,NA
"689",11854.5,4896.99,0.41309,18.347,100.064,1635541.478,196.368,4152.88,0,32.7587,NA,NA,NA,NA,NA
"690",5247.07,2062.63,0.3931,12.81,42.2519,714947.1108,75.9875,1711.04,0,42.7316,NA,NA,NA,NA,NA
"691",9812.62,2009.95,0.20483,0,101.201,1424683.71,132.945,3770.7,0,46.5464,NA,NA,NA,NA,NA
"692",3802.11,1006.2,0.26464,1.927,35.7391,540375.8452,43.0925,1787.6,0,44.5058,NA,NA,NA,NA,NA
"693",6730.2,2160.07,0.32095,11.748,61.9601,977163.011,87.5717,3343.13,0,33.0747,NA,NA,NA,NA,NA
"694",3996.03,1004.12,0.25127,2.233,35.2417,567687.5792,50.0808,1784.66,0,44.4776,NA,NA,NA,NA,NA
"695",8562.52,1989.3,0.23232,2.052,105.864,1160214.034,134.618,3963.67,0,34.1641,NA,NA,NA,NA,NA
"696",4372.91,765.35,0.17502,2.317,38.3808,571033.5952,64.7408,2614.17,0,42.9973,NA,NA,NA,NA,NA
"697",8488.51,2167.15,0.2553,15.037,74.7181,1157725.744,101.441,3799.89,0,34.402,NA,NA,NA,NA,NA
"698",8755.79,3022.55,0.3452,12.064,67.6114,1240780.301,117.321,4424.95,0,38.4293,NA,NA,NA,NA,NA
"699",9012.94,3601.56,0.39959,19.375,110.512,1242478.622,174.797,3697.33,0,34.7559,NA,NA,NA,NA,NA
"700",4066.05,1344.95,0.33077,2.291,37.0284,555515.4929,51.6348,1395.61,0,44.2956,NA,NA,NA,NA,NA
"701",7884.15,2300.82,0.29182,2.95,84.5765,1092631.505,113.875,3069.02,0,36.9609,NA,NA,NA,NA,NA
"702",8347.69,2353.75,0.28196,1.25,92.5556,1187200.748,124.897,3931.5,0,34.1456,NA,NA,NA,NA,NA
"703",15068.2,4696.22,0.31166,1.436,189.268,2088749.297,227.584,5607.47,0,22.7878,NA,NA,NA,NA,NA
"704",14837.6,6477.28,0.43654,20.216,179.858,2067313.741,266.122,4494.83,0,29.2166,NA,NA,NA,NA,NA
"705",8143.74,2689.17,0.33021,12.868,68.3131,1144382.41,112.721,3558.39,0,38.6048,NA,NA,NA,NA,NA
"706",7593.68,2013.62,0.26517,1.701,65.4494,1054306.634,103.448,3547.1,0,37.7906,NA,NA,NA,NA,NA
"707",5189.07,1693.94,0.32644,9.512,47.7135,732592.6312,71.3984,2552.32,0,43.1762,NA,NA,NA,NA,NA
"708",14244.3,5078.58,0.35653,18.904,124.374,2036020.935,214.458,4996.07,0,27.5914,NA,NA,NA,NA,NA
"709",8589.17,2189.86,0.25495,0,65.5897,1225620.673,103.37,4024.58,0,40.3822,NA,NA,NA,NA,NA
"710",6853.17,2227.04,0.32496,15.551,63.8151,964516.3997,84.5767,2894.84,0,38.3507,NA,NA,NA,NA,NA
"711",16714.5,5181.91,0.31002,2.152,200.311,2198037.958,265.65,6112.19,0,21.8869,NA,NA,NA,NA,NA
"712",9730.14,2604.24,0.26764,13.44,98.3683,1333492.223,119.221,3783.97,0,36.4892,NA,NA,NA,NA,NA
"713",7940.39,2194.15,0.27632,0.699,85.5745,1101491.397,110.981,3081.43,0,37.8582,NA,NA,NA,NA,NA
"714",7215.53,2542.76,0.3524,2.978,105.392,969334.1699,133.525,3897.19,0,35.6265,NA,NA,NA,NA,NA
"715",4936.02,1671.34,0.3386,2.086,49.6469,697286.9113,66.1511,2155.74,0,43.0139,NA,NA,NA,NA,NA
"716",10990.9,2635.64,0.2398,3.009,121.512,1482897.462,157.764,3720.6,0,34.7652,NA,NA,NA,NA,NA
"717",12567,3144.22,0.25019,13.31,110.173,1812560.782,152.154,4484.33,0,31.9233,NA,NA,NA,NA,NA
"718",11570.8,3136.51,0.27107,2.856,137.431,1598087.162,161.915,4217.78,0,32.3117,NA,NA,NA,NA,NA
"719",10009.1,2325.19,0.2323,1.234,124.667,1395169.898,157.344,4596.66,0,30.1889,NA,NA,NA,NA,NA
"720",9681.09,2387.87,0.24665,1.993,104.973,1319662.684,144.4,4098,0,33.5538,NA,NA,NA,NA,NA
"721",3809.08,743.01,0.19506,3.083,35.3699,534828.5104,40.8515,1774.46,0,44.5218,NA,NA,NA,NA,NA
"722",13112.5,3618.96,0.27599,2.267,154.427,1827131.187,209.729,4942.95,0,28.7416,NA,NA,NA,NA,NA
"723",9660.39,3996.29,0.41367,15.951,85.0815,1352733.079,145.916,4321.99,0,34.1928,NA,NA,NA,NA,NA
"724",13384.8,5096.42,0.38076,2.264,146.194,1868437.113,253.94,5995.07,0,24.636,NA,NA,NA,NA,NA
"725",6716.32,1876.82,0.27944,2.005,61.1456,933209.325,85.3745,3563.61,0,37.8382,NA,NA,NA,NA,NA
"726",7401.37,3075.27,0.4155,18.998,71.3507,998804.1426,115.094,5184.11,0,34.0811,NA,NA,NA,NA,NA
"727",9823.77,2882.24,0.29339,19.65,74.4557,1313276.561,135.126,4414.33,0,33.2284,NA,NA,NA,NA,NA
"728",6512.22,2357.29,0.36197,13.385,69.4239,873476.2756,112.922,3251.01,0,38.5589,NA,NA,NA,NA,NA
"729",10648,3082.21,0.28946,2.624,128.603,1524479.543,172.028,4386.91,0,31.7843,NA,NA,NA,NA,NA
"730",18059.6,5777.28,0.3199,19.642,201.873,2454170.063,265.027,6567.09,0,20.6816,NA,NA,NA,NA,NA
"731",5693.16,1911.32,0.33572,15.245,64.5382,781672.0994,78.3832,3133.02,0,39.0452,NA,NA,NA,NA,NA
"732",7397.6,1953.6,0.26408,2.432,80.9651,1045379.159,99.9835,3791.54,0,35.7459,NA,NA,NA,NA,NA
"733",16117.3,5729.87,0.35551,1.819,185.975,2226717.925,260.433,4653.5,0,26.5164,NA,NA,NA,NA,NA
"734",11372.5,2202.53,0.19367,2.275,147.472,1593286.206,168.157,4627.05,0,30.0195,NA,NA,NA,NA,NA
"735",5637.37,2665.83,0.47288,7.913,49.8566,771635.4595,95.7431,2177.61,0,41.5268,NA,NA,NA,NA,NA
"736",5768.68,1272.01,0.2205,4.378,49.0585,827742.2664,69.8809,2427.4,0,41.9224,NA,NA,NA,NA,NA
"737",6901.02,2143.77,0.31064,3.055,59.2446,911156.6449,94.685,2867.88,0,38.5575,NA,NA,NA,NA,NA
"738",5710.09,1487.41,0.26048,11.607,46.8072,740754.5888,72.2498,2265.7,0,43.5167,NA,NA,NA,NA,NA
"739",18088.3,6405.15,0.3541,13.054,195.784,2627868.709,316.74,5353.5,0,24.0932,NA,NA,NA,NA,NA
"740",13783.9,2760.95,0.2003,1.281,175.511,1944530.653,197.961,4032.08,0,32.2708,NA,NA,NA,NA,NA
"741",3785.36,1051.59,0.2778,15.807,30.4118,538724.5855,43.2104,1205.11,0,45.1825,NA,NA,NA,NA,NA
"742",8572.5,2251.42,0.26263,1.998,83.9072,1217314.475,108.687,4585.13,0,33.5539,NA,NA,NA,NA,NA
"743",11260.5,3620.54,0.32152,2.504,116.68,1594793.034,141.501,3826.92,0,34.9694,NA,NA,NA,NA,NA
"744",4165.25,1136.91,0.27295,12.733,30.7064,588308.1455,46.2499,2023.1,0,44.1565,NA,NA,NA,NA,NA
"745",8500.1,1824.09,0.21459,1.561,98.7763,1184627.809,113.835,3286.36,0,35.7714,NA,NA,NA,NA,NA
"746",9652.61,3835.59,0.39736,10.869,72.8059,1267516.551,186.362,3167.05,0,38.3806,NA,NA,NA,NA,NA
"747",13668.7,5340.68,0.39072,4.5,157.255,1877411.933,222.509,4813.2,0,28.659,NA,NA,NA,NA,NA
"748",5576.85,1022.61,0.18336,1.23,50.6687,796244.3152,68.8297,2882.29,0,40.0194,NA,NA,NA,NA,NA
"749",8568.52,3726.77,0.43493,17.19,67.0149,1213273.968,127.614,3110.8,0,37.3307,NA,NA,NA,NA,NA
"750",7729.38,2189.56,0.28327,1.528,88.2456,1096091.669,111.098,3853.29,0,35.9555,NA,NA,NA,NA,NA
"751",18231.7,6157.16,0.33771,20.944,221.482,2494954.387,285.117,6073.42,0,21.3812,NA,NA,NA,NA,NA
"752",17371.5,4395.44,0.25302,20.659,175.737,2532144.681,252.753,4822.28,0,28.9806,NA,NA,NA,NA,NA
"753",9205.53,2649.05,0.28776,2.11,85.2738,1314309.598,133.593,3997.23,0,36.2856,NA,NA,NA,NA,NA
"754",7479.95,1816.15,0.2428,2.419,80.4129,1035654.993,84.1841,3409.79,0,34.4547,NA,NA,NA,NA,NA
"755",6258.1,1438.87,0.22992,5.884,61.0663,880681.9119,71.6956,2815.71,0,39.9269,NA,NA,NA,NA,NA
"756",6014,2169.43,0.36072,16.686,40.6266,813707.0834,98.6446,2012.06,0,41.7829,NA,NA,NA,NA,NA
"757",11166.3,2803.99,0.25111,0.783,136.967,1560246.515,173.177,4712.95,0,28.7576,NA,NA,NA,NA,NA
"758",5593.18,1315.59,0.23521,9.689,65.739,753588.6564,87.0781,3095.62,0,39.4989,NA,NA,NA,NA,NA
"759",21535.1,5868.68,0.27251,1.503,303.089,2931521.36,307.279,6650.04,0,18.6382,NA,NA,NA,NA,NA
"760",14298.7,4183.44,0.29257,3.763,139.479,2002250.413,181.038,4629.43,0,29.84,NA,NA,NA,NA,NA
"761",7874.97,2185.62,0.27754,3.662,65.4857,1096212.877,100.656,3611.65,0,37.757,NA,NA,NA,NA,NA
"762",8354.9,2318.73,0.27752,1.52,99.4267,1133609.494,128.322,3513.42,0,35.468,NA,NA,NA,NA,NA
"763",8125,2098.17,0.25823,16.566,53.2743,1104978.619,99.1985,2882.99,0,38.3763,NA,NA,NA,NA,NA
"764",6979.48,3128.42,0.44823,11.69,63.1122,993776.5628,103.342,2546.12,0,39.8518,NA,NA,NA,NA,NA
"765",13216.5,4236.12,0.32051,4.793,155.82,1826980.452,186.272,4732.14,0,46.5464,NA,NA,NA,NA,NA
"766",6236.35,2473.85,0.39668,17.334,56.0522,822555.6825,103.846,2810.74,0,40.2534,NA,NA,NA,NA,NA
"767",13049.7,4190.67,0.32113,4.002,159.343,1852759.886,176.948,4865.84,0,28.6317,NA,NA,NA,NA,NA
"768",6309.17,1718.5,0.27238,2.51,54.4345,886101.8559,78.8651,3239.39,0,37.6263,NA,NA,NA,NA,NA
"769",3680.77,1121.88,0.30479,6.599,35.0496,533241.9234,76.4125,2317.04,0,45.5318,NA,NA,NA,NA,NA
"770",6265.22,2674.36,0.42685,13.136,56.141,872134.9784,90.5354,2697.03,0,40.6433,NA,NA,NA,NA,NA
"771",5243.61,974.6,0.18586,0.652,42.1764,761027.7426,57.65,73461.2,0,39.9035,NA,NA,NA,NA,NA
"772",7085.92,1657.78,0.23395,4.05,66.929,994891.0205,98.4454,3228.05,0,37.1099,NA,NA,NA,NA,NA
"773",6673.44,1942.64,0.2911,11.098,88.6589,939552.9801,96.5738,3372.44,0,37.3347,NA,NA,NA,NA,NA
"774",15103.3,4639.19,0.30716,12.037,155.131,2153797.806,217.314,5536.35,0,23.5758,NA,NA,NA,NA,NA
"775",6056.04,1903.73,0.31435,14.373,59.4767,791077.5399,101.275,2709.72,0,38.5003,NA,NA,NA,NA,NA
"776",22574.1,9282.28,0.41119,20.438,183.542,3073494.721,358.344,5266.45,0,29.3074,NA,NA,NA,NA,NA
"777",20458.6,6302.94,0.30808,3.541,253.544,2842794.143,335.619,5528.4,0,23.3367,NA,NA,NA,NA,NA
"778",22886.8,5289.05,0.23109,1.206,344.346,3123735.975,391.142,6233.96,0,46.5464,NA,NA,NA,NA,NA
"779",6941.68,2105.38,0.30329,14.03,67.7991,934665.9327,92.5087,3293.02,0,38.5215,NA,NA,NA,NA,NA
"780",9032.3,3548.13,0.39282,10.177,78.9572,1206525.991,134.758,3803.73,0,35.3879,NA,NA,NA,NA,NA
"781",8803.26,2999.34,0.3407,7.084,76.4787,1195285.629,121.418,3392.93,0,35.1985,NA,NA,NA,NA,NA
"782",12632.3,2430.77,0.19242,0.566,149.801,1715087.048,199.414,4883.87,0,29.802,NA,NA,NA,NA,NA
"783",19086.5,6387.39,0.33465,16,169.208,2671999.486,291.634,7483.06,0,24.6521,NA,NA,NA,NA,NA
"784",20685.4,7200.1,0.34807,20.419,180.608,2935359.982,272.536,7002.44,0,20.8814,NA,NA,NA,NA,NA
"785",10022.7,3231.2,0.32238,17.866,102.164,1456502.73,157.076,4075.61,0,30.7163,NA,NA,NA,NA,NA
"786",8559.01,2014.21,0.23533,8.413,59.3272,1216662.298,91.0821,3189.03,0,38.5358,NA,NA,NA,NA,NA
"787",9586.56,2916.3,0.3042,8.868,100.567,1339144.672,115.912,3350.61,0,36.0836,NA,NA,NA,NA,NA
"788",8140.8,2211.44,0.27164,16.394,94.4425,1104451.251,93.0302,4084.44,0,35.8791,NA,NA,NA,NA,NA
"789",6147.4,1311.3,0.2133,10.484,49.4158,854918.5304,76.4011,2886.47,0,40.1462,NA,NA,NA,NA,NA
"790",7317.62,2417.71,0.33039,3.63,60.4731,1007195.237,92.8074,3468.66,0,37.6825,NA,NA,NA,NA,NA
"791",21224.6,5947.15,0.2802,7.663,202.757,3038460.679,305.664,6601.43,0,18.9707,NA,NA,NA,NA,NA
"792",9548.18,2864.02,0.29995,2.054,102.442,1321869.07,140.114,3465.61,0,33.3283,NA,NA,NA,NA,NA
"793",4480.5,1017.8,0.22716,3.365,42.1074,620830.9448,51.2792,2460.97,0,40.9532,NA,NA,NA,NA,NA
"794",9444.03,2426.41,0.25692,1.872,105.356,1344842.579,153.626,3905.93,0,33.4178,NA,NA,NA,NA,NA
"795",6580.6,3122.01,0.47442,16.26,53.1493,913614.6969,111.625,2689.3,0,39.9203,NA,NA,NA,NA,NA
"796",8696.07,2367.57,0.27225,2.917,95.857,1189300.886,121.526,3461.69,0,36.2449,NA,NA,NA,NA,NA
"797",5970.31,2000.5,0.33507,15.181,42.6827,825415.5749,73.6511,2581.74,0,41.9669,NA,NA,NA,NA,NA
"798",4885.56,1579.7,0.32334,12.159,56.2087,664131.8346,75.5165,2630.08,0,41.8856,NA,NA,NA,NA,NA
"799",8721.2,2451.89,0.28114,1.226,99.4435,1208142.184,145.212,3262.04,0,36.3615,NA,NA,NA,NA,NA
"800",8731.54,2014.59,0.23072,2.531,100.899,1231494.147,123.01,3837.69,0,35.449,NA,NA,NA,NA,NA
"801",5654.84,1916.8,0.33896,1.837,48.3919,805646.7927,80.5176,2799.09,0,41.9142,NA,NA,NA,NA,NA
"802",5707.38,2061.04,0.36111,5.464,58.4852,759678.9561,97.3916,2656.6,0,41.1127,NA,NA,NA,NA,NA
"803",13172.7,5209.97,0.39551,18.778,115.641,1869219.624,198.549,3861.51,0,35.1658,NA,NA,NA,NA,NA
"804",9043.26,2326.41,0.25725,1.926,72.8952,1289232.565,118.197,4357.46,0,33.4774,NA,NA,NA,NA,NA
"805",14270,4989.34,0.34963,5.305,165.843,1969958.354,200.389,4940.84,0,27.9584,NA,NA,NA,NA,NA
"806",8548.51,2713.86,0.31746,5.106,93.2497,1148381.026,140.383,3987.18,0,32.5011,NA,NA,NA,NA,NA
"807",4314.75,1381.71,0.32022,6.05,36.5846,586670.7912,48.2251,1427.53,0,44.158,NA,NA,NA,NA,NA
"808",14762.6,3739.9,0.25333,3.006,206.556,2033943.677,255.291,5077.11,0,25.5002,NA,NA,NA,NA,NA
"809",5247.3,2079.9,0.39637,4.235,34.7481,745029.6842,68.8069,2516.76,0,42.7611,NA,NA,NA,NA,NA
"810",12602.4,4270.31,0.33884,6.277,119.877,1801485.144,174.011,4728.7,0,30.118,NA,NA,NA,NA,NA
"811",6394.73,2472.84,0.38669,17.289,41.3754,876267.3506,104.201,2556.27,0,40.5475,NA,NA,NA,NA,NA
"812",16143.1,4925.48,0.30511,19.704,185.425,2228699.908,256.74,5480.76,0,25.8554,NA,NA,NA,NA,NA
"813",8247.62,1881.43,0.22811,1.762,84.2524,1169069.662,92.9602,3943.3,0,35.4044,NA,NA,NA,NA,NA
"814",6302.78,1663.45,0.26392,2.162,68.6955,902916.2573,77.5486,3159.07,0,39.031,NA,NA,NA,NA,NA
"815",6946.37,2274.78,0.32747,17.533,60.533,929177.6984,105.248,3575.58,0,39.5559,NA,NA,NA,NA,NA
"816",12592.9,4497.9,0.35717,2.895,163.582,1742767.308,205.05,4846.78,0,28.35,NA,NA,NA,NA,NA
"817",9927.32,3626.35,0.36528,15.317,96.3556,1409452.573,136.375,3836.57,0,35.1193,NA,NA,NA,NA,NA
"818",9301.73,3699.56,0.39772,14.91,65.1625,1280398.682,134.586,3895.9,0,35.4202,NA,NA,NA,NA,NA
"819",9051.74,3981.63,0.43987,16.309,90.4548,1264691.85,125.366,3614.09,0,32.6522,NA,NA,NA,NA,NA
"820",5263.29,1255.3,0.2385,0.778,42.5349,756205.9509,66.6165,2203.01,0,42.7109,NA,NA,NA,NA,NA
"821",8350.23,2583.66,0.30941,13.908,77.7727,1196241.764,101.404,3283.61,0,34.4287,NA,NA,NA,NA,NA
"822",9184.3,2650.92,0.28863,2.021,102.22,1277179.185,125.715,3951.54,0,34.8152,NA,NA,NA,NA,NA
"823",12922,3045.88,0.23571,1.49,172.855,1810890.593,205.171,5536.65,0,23.7903,NA,NA,NA,NA,NA
"824",11937.1,3818.79,0.3199,20.493,112.535,1649239.813,166.291,4826.69,0,31.2096,NA,NA,NA,NA,NA
"825",5372.17,1300.35,0.24205,13.188,47.2013,687212.8161,71.4494,2148.96,0,42.8554,NA,NA,NA,NA,NA
"826",6348.93,1471.87,0.23182,12.812,57.6883,869584.6361,73.6151,2595.35,0,39.9695,NA,NA,NA,NA,NA
"827",4779.22,1670.72,0.34958,17.926,49.4217,627844.4615,80.5341,2650.45,0,41.4992,NA,NA,NA,NA,NA
"828",5519.41,1844.41,0.33416,6.667,58.6117,752333.9218,74.5686,3183.6,0,39.516,NA,NA,NA,NA,NA
"829",9759.95,3299.54,0.33806,4.437,93.2773,1394731.642,143.226,4076.19,0,33.2,NA,NA,NA,NA,NA
"830",12620.8,2466.92,0.19546,0.563,150.12,1718199.645,197.108,4817.55,0,29.8371,NA,NA,NA,NA,NA
"831",11943.1,4288.84,0.3591,20.126,114.378,1624104.396,175.374,5650.55,0,26.6838,NA,NA,NA,NA,NA
"832",9551.78,1993.65,0.20872,1.108,107.99,1363711.934,130.766,4235.68,0,33.234,NA,NA,NA,NA,NA
"833",6303.69,1662.53,0.26373,2.832,54.7089,875678.8852,72.0961,3325.74,0,39.2906,NA,NA,NA,NA,NA
"834",10371.1,2538.96,0.24481,3.437,99.6135,1379035.859,169.867,3809.19,0,33.6332,NA,NA,NA,NA,NA
"835",7919.99,2796.88,0.35314,7.677,68.9076,1069919.708,118.024,4028.84,0,35.9422,NA,NA,NA,NA,NA
"836",9977.37,4098.8,0.4108,3.063,77.3743,1351665.446,151.803,3471.88,0,35.8983,NA,NA,NA,NA,NA
"837",11572.7,4179.89,0.36118,19.757,116.623,1640031.558,167.934,4549.88,0,27.1742,NA,NA,NA,NA,NA
"838",8229.55,2713.57,0.32973,2.898,78.8797,1142759.309,110.343,3755.76,0,35.2108,NA,NA,NA,NA,NA
"839",8005.51,2526.4,0.31558,6.666,74.3116,1117481.519,106.674,3983.58,0,35.4208,NA,NA,NA,NA,NA
"840",7047.79,2699.44,0.38301,16.402,82.4993,973524.0524,121.899,3301.82,0,37.4439,NA,NA,NA,NA,NA
"841",7699.23,2096.56,0.2723,15.677,63.743,1066423.387,91.4262,3404.95,0,36.666,NA,NA,NA,NA,NA
"842",8508.79,2060.42,0.24215,3.509,104.372,1162283.443,130.232,3571.99,0,35.5,NA,NA,NA,NA,NA
"843",6238.86,1398.64,0.22418,1.573,69.5199,886634.4971,71.2349,3099.01,0,38.8243,NA,NA,NA,NA,NA
"844",5470.96,1802.19,0.32941,7.761,47.0058,751641.8513,72.0261,2388.07,0,42.9531,NA,NA,NA,NA,NA
"845",5186.9,1539.75,0.29685,17.09,40.9543,713771.8125,69.2401,2562.85,0,36.7074,NA,NA,NA,NA,NA
"846",12308.1,5316.24,0.43193,15.374,99.4648,1734686.407,185.997,4678.88,0,32.4407,NA,NA,NA,NA,NA
"847",16043.1,4446.11,0.27713,9.32,198.194,2219628.752,271.853,5750.42,0,19.8051,NA,NA,NA,NA,NA
"848",9952.3,3071.77,0.30864,2.801,100.386,1376883.993,148.52,4991.59,0,32.5258,NA,NA,NA,NA,NA
